R,G,B,Im_Positions,Labels
90.489,98.7713,98.7713,0,1
47.6226,58.7972,58.7972,1,1
94.9811,105.5882,105.5882,2,-1
77.1831,86.7005,86.7005,3,-1
59.5364,69.8314,69.8314,4,-1
72.0807,79.8322,79.8322,5,-1
73.3776,81.5964,81.5964,6,-1
58.1705,65.1027,65.1027,7,-1
67.0985,72.7232,72.7232,8,-1
72.8769,79.1006,79.1006,9,-1
73.0433,80.0127,80.0127,10,-1
74.3493,81.6905,81.6905,11,-1
74.7677,80.5816,80.5816,12,-1
71.8931,78.0349,78.0349,13,-1
69.1181,75.0387,75.0387,14,-1
61.075,70.8526,70.8526,15,-1
78.88,85.9748,85.9748,16,-1
93.9531,101.8121,101.8121,17,-1
96.51,102.0139,102.0139,18,-1
80.3521,84.2018,84.2018,19,-1
81.1491,84.8619,84.8619,20,-1
68.6425,74.6442,74.6442,21,-1
72.4574,79.997,79.997,22,-1
64.7871,72.3198,72.3198,23,-1
73.8779,81.8373,81.8373,24,-1
75.5323,83.2315,83.2315,25,-1
59.9451,70.3,70.3,26,-1
66.214,73.6436,73.6436,27,-1
61.243,68.5756,68.5756,28,-1
58.6298,65.2849,65.2849,29,-1
64.4615,71.7667,71.7667,30,-1
71.3805,79.7291,79.7291,31,-1
70.8064,78.2357,78.2357,32,-1
71.2756,78.11,78.11,33,-1
63.5584,70.0376,70.0376,34,-1
62.8626,69.8469,69.8469,35,-1
63.0658,71.1254,71.1254,36,-1
58.1641,69.7554,69.7554,37,-1
74.4979,82.1074,82.1074,38,-1
83.3861,90.4037,90.4037,39,-1
153.8093,166.7294,166.7294,40,-1
148.7818,160.8874,160.8874,41,-1
110.539,113.5159,113.5159,42,-1
140.6261,145.7762,145.7762,43,-1
169.061,173.4824,173.4824,44,-1
173.8203,177.77,177.77,45,-1
174.8423,177.9871,177.9871,46,-1
173.2319,176.2759,176.2759,47,-1
177.0685,181.9906,181.9906,48,-1
171.8984,174.1088,174.1088,49,-1
169.7785,171.7247,171.7247,50,-1
168.1401,169.5224,169.5224,51,-1
166.6596,168.6494,168.6494,52,1
163.0257,165.7506,165.7506,53,1
159.925,162.1783,162.1783,54,1
162.0043,164.0617,164.0617,55,1
159.5755,164.3337,164.3337,56,1
159.065,163.0813,163.0813,57,1
158.5993,162.0488,162.0488,58,1
