R,G,B,Im_Positions,Labels
199.77255,197.515,197.515,0,1
61.496875,63.24925,63.24925,1,1
35.6838,49.496375,49.496375,2,1
20.825575,40.419,40.419,3,1
122.064025,106.05845,106.05845,4,1
85.67855,81.5251,81.5251,5,1
123.1322,125.4117,125.4117,6,-1
148.831975,154.207825,154.207825,7,-1
153.6091,161.836525,161.836525,8,-1
164.866975,172.8369,172.8369,9,-1
177.13505,185.60795,185.60795,10,-1
173.007775,182.8521,182.8521,11,-1
125.028075,138.5628,138.5628,12,1
53.932725,70.1556,70.1556,13,1
22.372775,42.040175,42.040175,14,1
54.0435,71.1482,71.1482,15,1
44.2635,62.7047,62.7047,16,1
34.898025,53.964325,53.964325,17,1
31.1714,50.58465,50.58465,18,1
30.424325,50.22475,50.22475,19,1
28.542025,48.07665,48.07665,20,1
25.34485,44.2888,44.2888,21,1
23.313325,42.298175,42.298175,22,1
21.24555,41.058775,41.058775,23,1
197.2417,202.37855,202.37855,24,1
24.719175,45.6123,45.6123,25,1
135.9189,137.372275,137.372275,26,1
47.0937,50.746325,50.746325,27,1
38.9425,44.634225,44.634225,28,1
42.847575,46.3644,46.3644,29,1
54.95025,54.93725,54.93725,30,1
69.044675,68.116375,68.116375,31,1
60.95355,65.9684,65.9684,32,1
61.198725,66.758525,66.758525,33,1
56.397425,65.369275,65.369275,34,1
91.8987,116.7897,116.7897,35,1
27.045225,49.147125,49.147125,36,1
63.973625,89.751825,89.751825,37,-1
58.1599,84.150825,84.150825,38,-1
58.930825,84.143175,84.143175,39,-1
68.210925,91.0524,91.0524,40,-1
70.445425,92.8352,92.8352,41,1
52.94955,55.158875,55.158875,42,1
126.378175,115.074525,115.074525,43,1
70.8406,69.667725,69.667725,44,1
99.174625,101.3397,101.3397,45,1
133.045,133.817725,133.817725,46,-1
31.541025,55.833825,55.833825,47,1
145.37475,138.523375,138.523375,48,1
154.4098,143.8317,143.8317,49,1
156.381375,146.352575,146.352575,50,1
155.792525,145.61295,145.61295,51,1
157.39355,147.14925,147.14925,52,1
158.8633,147.25995,147.25995,53,1
156.286875,146.340275,146.340275,54,1
156.612625,147.646175,147.646175,55,1
156.6202,145.321225,145.321225,56,1
159.306175,147.416825,147.416825,57,1
34.7198,59.4924,59.4924,58,1
154.56195,143.121,143.121,59,1
143.08395,131.2608,131.2608,60,1
145.55155,132.547675,132.547675,61,1
147.0761,132.503275,132.503275,62,1
136.7071,119.369575,119.369575,63,1
112.68805,98.539525,98.539525,64,1
84.898175,82.82755,82.82755,65,1
129.062325,131.8372,131.8372,66,-1
151.849575,157.2211,157.2211,67,-1
154.17285,161.55655,161.55655,68,-1
41.26315,65.31405,65.31405,69,1
170.9515,177.9874,177.9874,70,-1
184.218425,190.662925,190.662925,71,-1
190.810875,198.543675,198.543675,72,-1
144.018925,155.158975,155.158975,73,1
90.611625,103.760775,103.760775,74,1
96.59185,109.5701,109.5701,75,1
32.562025,48.9611,48.9611,76,1
29.92735,47.407775,47.407775,77,1
28.318475,46.410625,46.410625,78,1
28.511575,49.62145,49.62145,79,1
189.576725,197.3513,197.3513,80,1
27.883325,47.933175,47.933175,81,1
24.13595,44.01765,44.01765,82,1
116.6218,127.7694,127.7694,83,1
159.363475,167.2044,167.2044,84,1
238.8654,240.269775,240.269775,85,1
143.0329,146.149325,146.149325,86,-1
144.43905,146.909875,146.909875,87,-1
108.710925,111.0382,111.0382,88,1
82.214775,82.9205,82.9205,89,-1
78.623225,79.232725,79.232725,90,-1
187.66755,188.6721,188.6721,91,-1
90.970475,90.069275,90.069275,92,-1
86.912525,87.956725,87.956725,93,1
69.482775,72.331675,72.331675,94,1
56.957175,59.928075,59.928075,95,1
45.391175,49.5807,49.5807,96,1
36.288125,41.12815,41.12815,97,1
49.95585,57.4182,57.4182,98,1
76.878225,96.066525,96.066525,99,1
72.629575,98.213725,98.213725,100,1
63.6935,88.670375,88.670375,101,-1
36.143425,36.62165,36.62165,102,-1
60.01285,83.554125,83.554125,103,-1
62.29385,86.148075,86.148075,104,-1
63.06985,83.6551,83.6551,105,1
71.6051,67.569975,67.569975,106,1
141.4979,130.9974,130.9974,107,1
57.8487,59.49205,59.49205,108,1
123.905275,125.054475,125.054475,109,-1
132.5933,132.529975,132.529975,110,-1
152.3004,143.32135,143.32135,111,1
154.06195,144.2174,144.2174,112,1
35.05065,47.5098,47.5098,113,1
54.3973,55.60785,55.60785,114,-1
154.91095,145.5526,145.5526,115,1
155.2251,145.835725,145.835725,116,1
156.746125,146.463575,146.463575,117,1
156.137325,145.8961,145.8961,118,1
155.802775,146.21685,146.21685,119,1
155.4245,146.110875,146.110875,120,1
156.125875,144.488525,144.488525,121,1
158.749725,147.919675,147.919675,122,1
149.974725,138.883675,138.883675,123,1
139.788325,127.834875,127.834875,124,1
66.922425,68.83415,68.83415,125,-1
139.5788,127.291775,127.291775,126,1
138.81045,126.301725,126.301725,127,1
135.530675,119.6307,119.6307,128,1
102.81015,94.4409,94.4409,129,1
90.251925,89.54495,89.54495,130,1
141.841575,144.735775,144.735775,131,-1
146.972425,151.903275,151.903275,132,-1
163.548325,169.243775,169.243775,133,-1
186.0975,190.52315,190.52315,134,-1
195.5017,200.646375,200.646375,135,-1
94.052025,89.549025,89.549025,136,1
179.858925,187.083875,187.083875,137,-1
133.557775,142.979825,142.979825,138,1
103.792725,115.671375,115.671375,139,1
106.032625,117.66145,117.66145,140,1
29.43655,44.694925,44.694925,141,1
27.164225,44.6998,44.6998,142,1
27.304525,46.639125,46.639125,143,1
24.9882,44.60965,44.60965,144,1
23.663175,43.31415,43.31415,145,1
21.9954,41.2365,41.2365,146,1
138.192475,126.691325,126.691325,147,1
183.29175,188.668675,188.668675,148,1
57.7991,62.365575,62.365575,149,-1
50.689875,55.8743,55.8743,150,-1
53.4741,57.83685,57.83685,151,-1
65.8848,68.366575,68.366575,152,-1
68.2566,69.50315,69.50315,153,-1
69.23755,69.017325,69.017325,154,-1
83.4737,81.543825,81.543825,155,-1
80.1513,78.3804,78.3804,156,-1
71.8191,70.86795,70.86795,157,-1
118.983175,114.4337,114.4337,158,1
81.302025,78.2583,78.2583,159,1
77.265975,76.1637,76.1637,160,1
70.582575,68.904,68.904,161,1
59.23565,59.427775,59.427775,162,1
61.264175,64.116575,64.116575,163,1
44.9934,54.653775,54.653775,164,1
54.78315,65.6268,65.6268,165,1
61.565825,76.097425,76.097425,166,1
55.773575,69.542775,69.542775,167,1
57.40245,56.24305,56.24305,168,1
100.493275,101.799075,101.799075,169,1
87.4475,81.2775,81.2775,170,1
63.8759,67.547875,67.547875,171,1
131.17245,131.438775,131.438775,172,-1
136.49965,134.995375,134.995375,173,-1
151.2131,143.837775,143.837775,174,1
150.72315,142.037475,142.037475,175,1
151.5365,142.67915,142.67915,176,1
153.17505,144.100275,144.100275,177,1
153.58375,144.487025,144.487025,178,1
151.6937,142.11,142.11,179,1
50.392325,58.4452,58.4452,180,1
153.8568,145.815625,145.815625,181,1
153.512425,143.62925,143.62925,182,1
152.624875,142.12645,142.12645,183,1
157.6033,147.80465,147.80465,184,1
147.705825,136.8457,136.8457,185,1
142.03185,131.2608,131.2608,186,1
143.661225,131.425775,131.425775,187,1
140.58925,127.531625,127.531625,188,1
135.003525,121.775875,121.775875,189,1
97.576925,92.083575,92.083575,190,1
37.12975,50.02705,50.02705,191,1
80.5907,79.51205,79.51205,192,1
154.9852,159.541575,159.541575,193,-1
157.45575,160.961025,160.961025,194,-1
159.05595,164.88385,164.88385,195,-1
193.360375,197.037875,197.037875,196,-1
173.859425,179.7285,179.7285,197,-1
112.0914,122.474975,122.474975,198,1
65.654075,77.477525,77.477525,199,1
144.477875,152.04085,152.04085,200,1
63.86425,77.5033,77.5033,201,1
34.432925,44.3717,44.3717,202,1
27.34365,41.279375,41.279375,203,1
24.73195,41.4353,41.4353,204,1
25.42695,43.1282,43.1282,205,1
24.3204,42.612775,42.612775,206,1
21.22965,40.1883,40.1883,207,1
19.865075,38.57885,38.57885,208,1
209.133075,212.66765,212.66765,209,1
241.600525,241.87035,241.87035,210,-1
60.482275,64.148425,64.148425,211,-1
64.443975,66.66025,66.66025,212,-1
37.013275,46.14365,46.14365,213,1
64.3896,67.07335,67.07335,214,-1
64.97845,66.83155,66.83155,215,-1
79.654325,79.510775,79.510775,216,-1
70.77315,69.818425,69.818425,217,-1
80.4843,78.93245,78.93245,218,-1
89.1902,86.041075,86.041075,219,-1
88.286275,86.6192,86.6192,220,-1
73.8586,72.5465,72.5465,221,-1
74.056375,71.831375,71.831375,222,-1
79.702875,75.655125,75.655125,223,1
32.871175,44.403875,44.403875,224,1
29.719,40.722625,40.722625,225,1
84.1059,79.48715,79.48715,226,1
81.064325,76.992525,76.992525,227,1
80.55775,78.244875,78.244875,228,1
70.0082,70.143625,70.143625,229,1
87.975625,85.39055,85.39055,230,1
90.10295,89.304825,89.304825,231,1
68.82655,69.99885,69.99885,232,1
64.459075,66.461825,66.461825,233,1
83.59145,85.567975,85.567975,234,1
126.738275,127.078825,127.078825,235,-1
30.154725,38.026675,38.026675,236,1
140.8158,135.0079,135.0079,237,1
148.864125,140.248425,140.248425,238,1
146.9528,137.983325,137.983325,239,1
147.00675,138.231525,138.231525,240,1
147.7233,139.18015,139.18015,241,1
147.262925,138.16745,138.16745,242,1
