R,G,B,Im_Positions,Labels
137.2061,141.532375,141.532375,0,1
60.875825,66.29365,66.29365,1,1
119.4926,118.50185,118.50185,2,1
126.958825,135.1596,135.1596,3,1
84.95325,96.281,96.281,4,1
81.1779,81.578425,81.578425,5,1
50.266875,50.57395,50.57395,6,1
58.393875,61.47425,61.47425,7,1
73.7902,73.283125,73.283125,8,1
52.616775,55.871675,55.871675,9,1
37.3345,48.725,48.725,10,1
151.3268,151.943025,151.943025,11,-1
167.06055,166.752325,166.752325,12,-1
194.200225,189.9947,189.9947,13,1
195.267675,189.145325,189.145325,14,1
82.18815,89.137225,89.137225,15,1
195.12375,187.5081,187.5081,16,1
196.736175,190.730425,190.730425,17,1
198.6032,192.3717,192.3717,18,1
190.9792,184.952825,184.952825,19,1
191.323175,185.080525,185.080525,20,1
182.1811,177.20475,177.20475,21,1
157.6689,144.5141,144.5141,22,1
136.763075,143.2754,143.2754,23,1
78.959525,99.848375,99.848375,24,1
59.595475,91.35045,91.35045,25,1
104.510325,112.6807,112.6807,26,1
54.48985,92.1186,92.1186,27,1
56.4632,96.772375,96.772375,28,1
56.528075,99.87715,99.87715,29,1
80.2771,119.39835,119.39835,30,1
73.31185,114.263475,114.263475,31,1
109.262075,142.914325,142.914325,32,1
108.29695,143.087125,143.087125,33,1
104.5457,133.032775,133.032775,34,1
141.295875,152.426625,152.426625,35,1
131.057275,148.431925,148.431925,36,1
122.03645,128.349875,128.349875,37,1
117.912925,140.807025,140.807025,38,1
104.8606,134.3105,134.3105,39,1
95.03475,128.5805,128.5805,40,1
85.248425,122.614425,122.614425,41,1
79.152075,118.9623,118.9623,42,1
73.00125,115.380875,115.380875,43,1
70.516875,113.985875,113.985875,44,1
67.178,110.704725,110.704725,45,1
64.294625,108.86085,108.86085,46,1
64.239975,110.37545,110.37545,47,1
142.78675,144.525275,144.525275,48,1
63.29325,109.791575,109.791575,49,1
136.16295,164.9083,164.9083,50,1
233.918625,235.9553,235.9553,51,-1
189.4583,193.8034,193.8034,52,-1
189.55785,193.567275,193.567275,53,-1
206.1445,210.129225,210.129225,54,-1
200.979725,204.0923,204.0923,55,-1
209.58355,212.655875,212.655875,56,-1
155.0811,158.13395,158.13395,57,1
69.494,62.086525,62.086525,58,1
179.677225,169.415525,169.415525,59,1
195.531175,196.576775,196.576775,60,1
174.4978,180.6856,180.6856,61,-1
167.107125,171.575825,171.575825,62,-1
146.698375,150.994925,150.994925,63,-1
209.2885,205.5484,205.5484,64,1
104.586375,110.4824,110.4824,65,1
151.772175,147.55835,147.55835,66,1
117.7208,113.4526,113.4526,67,-1
119.1084,118.8429,118.8429,68,1
142.292425,143.19535,143.19535,69,1
92.146975,100.971675,100.971675,70,1
125.0662,129.49125,129.49125,71,1
112.037025,111.10285,111.10285,72,1
147.712625,147.70045,147.70045,73,1
170.928275,169.451925,169.451925,74,1
191.524625,186.57775,186.57775,75,1
193.76945,187.068325,187.068325,76,1
194.33765,187.035125,187.035125,77,1
198.007575,192.745725,192.745725,78,1
198.429175,193.552125,193.552125,79,1
189.0388,181.46395,181.46395,80,1
74.387525,90.300375,90.300375,81,1
192.1329,184.986575,184.986575,82,1
187.708625,180.682975,180.682975,83,1
157.3885,145.723775,145.723775,84,1
105.6256,113.729925,113.729925,85,1
67.012925,91.12795,91.12795,86,1
