R,G,B,Im_Positions,Labels
170.5497,167.2161,167.2161,0,1
172.79505,166.39005,166.39005,1,1
89.286125,101.70755,101.70755,2,1
167.917825,167.634725,167.634725,3,1
30.56405,30.955525,30.955525,4,-1
76.9532,70.9128,70.9128,5,1
110.202775,105.659225,105.659225,6,1
154.5605,146.546375,146.546375,7,1
194.224125,188.8784,188.8784,8,1
200.690075,195.927325,195.927325,9,1
195.9875,191.038,191.038,10,1
190.862075,187.41625,187.41625,11,1
189.5065,187.735425,187.735425,12,1
181.206325,177.476275,177.476275,13,1
180.287975,175.725825,175.725825,14,1
39.920925,48.107125,48.107125,15,-1
194.10015,189.565025,189.565025,16,1
196.825625,190.8012,190.8012,17,1
193.779675,187.259325,187.259325,18,1
154.141,152.670025,152.670025,19,1
82.123875,86.01735,86.01735,20,-1
86.47945,88.967475,88.967475,21,-1
148.435975,138.5411,138.5411,22,1
130.302425,130.059425,130.059425,23,1
106.71845,118.854425,118.854425,24,1
116.538125,127.03775,127.03775,25,1
52.17385,62.39725,62.39725,26,-1
144.280075,152.005975,152.005975,27,1
164.492025,174.584875,174.584875,28,1
133.2877,145.717075,145.717075,29,1
112.34265,132.54305,132.54305,30,1
106.1839,131.2943,131.2943,31,1
105.412725,129.587125,129.587125,32,1
98.819525,125.709525,125.709525,33,1
83.124175,115.973425,115.973425,34,1
82.356525,113.5128,113.5128,35,1
81.9908,115.1194,115.1194,36,1
61.2236,68.14645,68.14645,37,-1
72.504725,109.77845,109.77845,38,1
70.670825,110.2365,110.2365,39,1
68.7045,110.962075,110.962075,40,1
73.241925,114.476725,114.476725,41,1
73.658825,114.759075,114.759075,42,1
76.18515,113.941675,113.941675,43,1
74.6092,111.8375,111.8375,44,1
71.6264,109.429,109.429,45,1
68.3281,104.752725,104.752725,46,1
65.201675,101.689825,101.689825,47,1
133.6539,133.151375,133.151375,48,1
90.359175,121.759225,121.759225,49,1
233.349125,233.05985,233.05985,50,-1
148.87145,148.515375,148.515375,51,-1
133.167575,133.09535,133.09535,52,-1
132.470075,129.48765,129.48765,53,1
130.92245,128.753425,128.753425,54,1
132.607975,129.561025,129.561025,55,1
148.9331,145.676825,145.676825,56,1
140.8607,140.456,140.456,57,1
121.92865,122.61065,122.61065,58,1
125.877575,124.376325,124.376325,59,1
48.496275,59.915775,59.915775,60,1
61.019075,72.397325,72.397325,61,1
55.629925,62.960375,62.960375,62,1
48.402025,54.81755,54.81755,63,1
26.0256,34.0784,34.0784,64,1
10.31265,15.82995,15.82995,65,1
9.7773,15.391075,15.391075,66,1
39.283425,60.544925,60.544925,67,1
87.3347,105.60265,105.60265,68,1
136.703975,135.870425,135.870425,69,-1
134.41595,130.659675,130.659675,70,1
130.06075,121.02385,121.02385,71,1
122.49585,103.00375,103.00375,72,1
75.185075,74.5661,74.5661,73,1
100.2771,92.241625,92.241625,74,1
158.584175,149.597,149.597,75,1
193.606575,193.249725,193.249725,76,1
201.054375,196.50825,196.50825,77,1
195.30675,190.9922,190.9922,78,1
190.832425,188.607525,188.607525,79,1
189.784425,188.034625,188.034625,80,1
174.53585,158.684475,158.684475,81,1
180.058325,175.95415,175.95415,82,1
183.25845,178.359475,178.359475,83,1
197.536125,192.26875,192.26875,84,1
197.97805,191.3726,191.3726,85,1
196.7821,189.669425,189.669425,86,1
184.309925,179.4694,179.4694,87,1
145.97515,144.9124,144.9124,88,1
176.37075,171.492225,171.492225,89,1
172.619175,159.46085,159.46085,90,1
116.513375,118.978275,118.978275,91,1
186.87275,169.50825,169.50825,92,1
119.0755,124.91865,124.91865,93,1
126.026875,130.944275,130.944275,94,1
162.08795,166.61895,166.61895,95,1
151.150525,156.365875,156.365875,96,1
133.98875,143.38845,143.38845,97,1
114.739125,134.0403,134.0403,98,1
106.19615,132.030225,132.030225,99,1
101.074825,127.8309,127.8309,100,1
93.519675,121.13015,121.13015,101,1
78.15215,112.0038,112.0038,102,1
139.970525,130.267775,130.267775,103,1
76.8116,110.8641,110.8641,104,1
75.497475,112.673975,112.673975,105,1
66.6853,106.6581,106.6581,106,1
63.3322,105.83685,105.83685,107,1
66.925525,109.501525,109.501525,108,1
69.64725,111.179525,111.179525,109,1
71.46225,113.229175,113.229175,110,1
73.707675,113.350825,113.350825,111,1
74.066475,111.96,111.96,112,1
70.356625,108.80115,108.80115,113,1
189.3806,188.132525,188.132525,114,1
199.7958,191.432275,191.432275,115,1
69.1854,106.3752,106.3752,116,1
66.158375,103.066575,103.066575,117,1
120.48605,146.5039,146.5039,118,1
223.877675,222.0349,222.0349,119,1
133.47645,132.924425,132.924425,120,-1
130.818125,131.42685,131.42685,121,-1
142.67525,142.12865,142.12865,122,1
137.706175,139.380225,139.380225,123,1
118.898675,126.450825,126.450825,124,1
79.5846,93.107025,93.107025,125,1
202.062025,192.05025,192.05025,126,1
65.005625,81.0104,81.0104,127,1
76.15515,85.478675,85.478675,128,1
78.95295,85.8642,85.8642,129,1
104.4344,104.156325,104.156325,130,-1
156.61155,156.592675,156.592675,131,1
149.66475,151.05325,151.05325,132,1
149.097175,142.33965,142.33965,133,1
108.80995,103.8063,103.8063,134,1
56.93185,58.5666,58.5666,135,-1
55.92615,73.944075,73.944075,136,1
196.735875,187.65155,187.65155,137,1
103.589375,113.143375,113.143375,138,1
119.566325,117.3763,117.3763,139,-1
147.583225,129.931475,129.931475,140,1
113.36865,98.29605,98.29605,141,1
104.610575,101.449275,101.449275,142,1
106.596525,95.55885,95.55885,143,1
180.537975,173.941925,173.941925,144,1
206.969775,203.12315,203.12315,145,1
204.281575,199.38505,199.38505,146,1
195.19765,187.17185,187.17185,147,1
190.971775,182.8173,182.8173,148,1
190.8283,187.211975,187.211975,149,1
189.850675,186.856325,186.856325,150,1
182.4074,178.054725,178.054725,151,1
186.85405,181.705925,181.705925,152,1
198.601175,192.69275,192.69275,153,1
198.40905,191.271125,191.271125,154,1
196.9601,189.32975,189.32975,155,1
191.1496,184.571375,184.571375,156,1
196.23465,189.297025,189.297025,157,1
189.6866,182.66245,182.66245,158,1
188.031025,180.221275,180.221275,159,1
168.313,156.6865,156.6865,160,1
120.9835,122.64505,122.64505,161,1
127.605725,130.300275,130.300275,162,1
134.341075,141.33235,141.33235,163,1
165.1296,169.977875,169.977875,164,1
142.2843,148.53695,148.53695,165,1
135.84225,145.9683,145.9683,166,1
114.7898,136.2864,136.2864,167,1
109.13915,135.57975,135.57975,168,1
100.824675,128.411675,128.411675,169,1
189.570575,182.6699,182.6699,170,1
97.4901,123.118275,123.118275,171,1
78.904475,112.9446,112.9446,172,1
76.4494,112.001125,112.001125,173,1
70.301125,109.995875,109.995875,174,1
61.11215,102.505075,102.505075,175,1
56.2143,100.9085,100.9085,176,1
62.510275,106.955575,106.955575,177,1
68.283325,111.255725,111.255725,178,1
67.482475,110.356575,110.356575,179,1
69.728275,111.296175,111.296175,180,1
189.5232,183.62075,183.62075,181,1
71.53555,111.221775,111.221775,182,1
69.03455,107.86215,107.86215,183,1
67.042075,105.0157,105.0157,184,1
65.532775,102.88945,102.88945,185,1
151.33665,171.517775,171.517775,186,1
195.73995,196.456025,196.456025,187,1
74.7349,88.297575,88.297575,188,1
65.7847,74.099125,74.099125,189,-1
99.68595,110.199675,110.199675,190,1
61.817525,82.703275,82.703275,191,1
184.57395,177.80645,177.80645,192,1
63.106325,82.447475,82.447475,193,1
49.555725,66.846325,66.846325,194,1
23.9251,28.432575,28.432575,195,1
26.528625,29.65635,29.65635,196,-1
88.412125,88.89705,88.89705,197,-1
108.303925,106.756925,106.756925,198,-1
112.12525,120.556125,120.556125,199,-1
106.12135,107.34265,107.34265,200,1
149.726625,142.096925,142.096925,201,1
123.678775,118.453925,118.453925,202,1
186.3905,180.04055,180.04055,203,1
80.98645,82.805725,82.805725,204,1
48.418225,69.241225,69.241225,205,1
114.70625,123.2138,123.2138,206,1
110.515075,109.163675,109.163675,207,-1
142.764525,120.78275,120.78275,208,1
96.648175,88.17925,88.17925,209,1
126.119425,120.61015,120.61015,210,1
101.3865,92.0327,92.0327,211,1
193.420075,187.865175,187.865175,212,1
207.461725,201.3036,201.3036,213,1
199.35405,192.0702,192.0702,214,1
207.249975,201.8044,201.8044,215,1
204.905725,201.089075,201.089075,216,1
191.04595,187.86405,187.86405,217,1
189.1874,186.284075,186.284075,218,1
184.910375,180.18375,180.18375,219,1
192.043,185.638075,185.638075,220,1
199.378275,192.9655,192.9655,221,1
198.40215,191.929725,191.929725,222,1
198.0775,191.10725,191.10725,223,1
194.118425,185.91865,185.91865,224,1
190.774975,189.784,189.784,225,1
202.91175,195.879675,195.879675,226,1
197.3125,188.656925,188.656925,227,1
190.0356,178.848875,178.848875,228,1
168.609375,158.09455,158.09455,229,1
140.241625,140.772375,140.772375,230,1
128.29925,133.663,133.663,231,1
139.585225,146.6501,146.6501,232,1
145.4711,151.815825,151.815825,233,1
141.686225,149.69545,149.69545,234,1
137.453775,148.5325,148.5325,235,1
122.399475,142.570525,142.570525,236,1
200.1618,192.7749,192.7749,237,1
116.105975,141.305925,141.305925,238,1
107.052025,133.139275,133.139275,239,1
101.7318,128.039025,128.039025,240,1
84.53555,118.69645,118.69645,241,1
80.7484,116.072825,116.072825,242,1
