R,G,B,Im_Positions,Labels
158.1558,160.444075,160.444075,0,-1
68.28125,72.95765,72.95765,1,1
34.57025,34.948275,34.948275,2,1
118.5427,127.1625,127.1625,3,-1
42.501275,53.097275,53.097275,4,-1
61.24385,69.7245,69.7245,5,-1
59.584225,69.00895,69.00895,6,-1
59.3581,68.715775,68.715775,7,-1
61.349725,70.815125,70.815125,8,-1
129.177325,135.335825,135.335825,9,-1
195.3753,197.206725,197.206725,10,-1
90.032975,98.94835,98.94835,11,-1
134.236225,145.2196,145.2196,12,-1
120.976275,131.293425,131.293425,13,-1
136.2657,146.7886,146.7886,14,-1
199.83165,202.735125,202.735125,15,-1
165.950775,182.1446,182.1446,16,-1
186.859425,207.393075,207.393075,17,-1
165.240225,179.236625,179.236625,18,-1
164.171225,176.479925,176.479925,19,-1
169.195925,180.194825,180.194825,20,-1
195.0597,214.694325,214.694325,21,-1
205.2333,225.29545,225.29545,22,-1
195.340825,206.931875,206.931875,23,-1
175.261775,187.85925,187.85925,24,-1
81.75545,94.249625,94.249625,25,1
232.4902,235.57935,235.57935,26,-1
82.88735,94.921975,94.921975,27,-1
60.824475,69.206375,69.206375,28,-1
93.922875,90.31755,90.31755,29,1
93.7238,97.693025,97.693025,30,1
119.60755,126.854,126.854,31,-1
146.0008,155.190725,155.190725,32,-1
152.881625,160.947325,160.947325,33,-1
149.249175,156.34565,156.34565,34,-1
144.909875,153.100425,153.100425,35,-1
143.46155,151.201375,151.201375,36,-1
157.3482,171.794325,171.794325,37,-1
144.5097,152.9623,152.9623,38,-1
146.5324,155.380025,155.380025,39,-1
152.079,159.47975,159.47975,40,-1
157.369075,166.340975,166.340975,41,-1
163.664775,173.162075,173.162075,42,-1
167.905675,176.855,176.855,43,-1
165.022025,176.0932,176.0932,44,-1
165.643625,173.5227,173.5227,45,-1
160.225275,167.8767,167.8767,46,-1
162.491925,166.675825,166.675825,47,-1
70.78575,69.82975,69.82975,48,-1
169.31465,172.2763,172.2763,49,-1
160.7138,162.7486,162.7486,50,-1
123.68385,132.385925,132.385925,51,-1
125.58925,136.60055,136.60055,52,-1
101.335825,109.8085,109.8085,53,-1
70.900425,75.949525,75.949525,54,-1
58.7207,64.504825,64.504825,55,-1
53.277125,60.298425,60.298425,56,-1
51.341825,57.32485,57.32485,57,-1
50.50295,56.03495,56.03495,58,-1
42.526975,40.6194,40.6194,59,-1
50.901225,57.8079,57.8079,60,-1
48.632225,55.328675,55.328675,61,-1
51.082025,57.6983,57.6983,62,-1
52.799825,58.8913,58.8913,63,-1
53.871775,60.141025,60.141025,64,-1
51.9366,58.76805,58.76805,65,-1
51.9004,59.91785,59.91785,66,-1
48.783725,57.568575,57.568575,67,-1
49.339975,58.67335,58.67335,68,-1
49.836825,59.6342,59.6342,69,-1
26.8889,26.4792,26.4792,70,-1
48.763,58.81355,58.81355,71,-1
49.730225,60.794875,60.794875,72,-1
49.603175,60.85235,60.85235,73,-1
48.13225,60.02775,60.02775,74,-1
49.06195,61.089725,61.089725,75,-1
52.100075,62.74505,62.74505,76,-1
48.09055,58.6416,58.6416,77,-1
46.5276,57.7411,57.7411,78,-1
44.7935,56.491225,56.491225,79,-1
45.2047,57.01635,57.01635,80,-1
19.402925,19.289625,19.289625,81,-1
46.61465,58.837925,58.837925,82,-1
44.83165,57.976625,57.976625,83,-1
45.6776,57.76465,57.76465,84,-1
48.833375,60.091325,60.091325,85,-1
52.0649,62.858625,62.858625,86,-1
58.335375,66.1164,66.1164,87,-1
64.604175,71.743625,71.743625,88,-1
69.837325,77.497125,77.497125,89,-1
66.850275,74.99325,74.99325,90,-1
63.192125,72.197675,72.197675,91,-1
11.69405,12.768725,12.768725,92,1
62.786475,71.232,71.232,93,-1
61.440575,70.361075,70.361075,94,-1
61.3738,70.229525,70.229525,95,-1
60.921825,70.127475,70.127475,96,-1
60.857725,69.50385,69.50385,97,-1
59.004325,68.65015,68.65015,98,-1
141.3289,146.7032,146.7032,99,-1
138.185975,141.6724,141.6724,100,-1
41.97235,47.640275,47.640275,101,-1
44.95115,49.967,49.967,102,-1
10.677,13.65115,13.65115,103,1
46.6514,51.928425,51.928425,104,-1
46.1297,50.9857,50.9857,105,-1
69.64835,74.352525,74.352525,106,-1
56.230475,61.37915,61.37915,107,-1
85.552625,92.98265,92.98265,108,-1
102.49965,112.3271,112.3271,109,-1
115.163425,124.996375,124.996375,110,-1
127.261775,137.7083,137.7083,111,-1
163.824675,181.18145,181.18145,112,-1
174.9059,186.062475,186.062475,113,-1
139.773375,148.664725,148.664725,114,-1
10.256625,13.36305,13.36305,115,1
165.941075,182.2412,182.2412,116,-1
53.549975,66.876475,66.876475,117,1
88.246625,100.574075,100.574075,118,-1
61.130925,70.376275,70.376275,119,-1
97.382225,91.377575,91.377575,120,1
97.236075,103.709775,103.709775,121,1
119.17515,125.105575,125.105575,122,-1
148.6541,156.064725,156.064725,123,-1
147.785325,155.3579,155.3579,124,-1
148.19675,156.509475,156.509475,125,-1
13.45975,16.1776,16.1776,126,1
143.316025,152.2469,152.2469,127,-1
142.371275,149.69695,149.69695,128,-1
144.39885,152.583,152.583,129,-1
147.017075,155.084025,155.084025,130,-1
150.4377,158.5076,158.5076,131,-1
155.1,164.800975,164.800975,132,-1
161.436375,170.701425,170.701425,133,-1
166.06395,175.58405,175.58405,134,-1
157.125225,168.319825,168.319825,135,-1
163.853975,171.369375,171.369375,136,-1
22.148325,23.910525,23.910525,137,-1
165.09495,169.661975,169.661975,138,-1
162.844525,164.346675,164.346675,139,-1
167.729625,170.35105,170.35105,140,-1
151.191625,152.46585,152.46585,141,-1
122.5161,131.64245,131.64245,142,-1
123.52905,133.1055,133.1055,143,-1
97.36975,106.612275,106.612275,144,-1
71.822375,76.001525,76.001525,145,-1
62.64665,67.288425,67.288425,146,-1
54.886275,61.78935,61.78935,147,-1
41.740975,43.540175,43.540175,148,-1
53.02695,59.414125,59.414125,149,-1
50.73525,57.280525,57.280525,150,-1
49.4248,56.425675,56.425675,151,-1
49.559125,56.140475,56.140475,152,-1
52.083925,58.1259,58.1259,153,-1
52.933075,58.673975,58.673975,154,-1
52.60125,58.685775,58.685775,155,-1
51.1847,58.216475,58.216475,156,-1
49.6189,57.3732,57.3732,157,-1
49.4102,58.39315,58.39315,158,-1
41.26215,45.19465,45.19465,159,-1
48.745375,58.2683,58.2683,160,-1
48.9868,59.246225,59.246225,161,-1
48.065575,58.93515,58.93515,162,-1
48.635975,60.1657,60.1657,163,-1
48.21185,59.61255,59.61255,164,-1
47.716175,60.45735,60.45735,165,-1
48.947325,61.3563,61.3563,166,-1
52.0238,62.640975,62.640975,167,-1
50.05585,60.485575,60.485575,168,-1
46.335325,57.882325,57.882325,169,-1
26.876575,30.03795,30.03795,170,-1
46.300175,58.315275,58.315275,171,-1
44.64215,57.3786,57.3786,172,-1
45.5897,57.36435,57.36435,173,-1
46.675325,59.3511,59.3511,174,-1
47.955575,60.421,60.421,175,-1
49.795325,60.539825,60.539825,176,-1
54.40575,65.10225,65.10225,177,-1
59.96445,67.6717,67.6717,178,-1
62.709275,70.2488,70.2488,179,-1
72.7783,80.6839,80.6839,180,-1
17.734725,22.534775,22.534775,181,1
72.52805,81.4858,81.4858,182,-1
63.867075,73.188,73.188,183,-1
61.903525,70.59365,70.59365,184,-1
63.13845,71.614775,71.614775,185,-1
60.804825,69.345225,69.345225,186,-1
61.729325,70.712475,70.712475,187,-1
60.731325,69.987725,69.987725,188,-1
60.828475,70.5326,70.5326,189,-1
151.8092,156.9775,156.9775,190,-1
103.8231,108.7854,108.7854,191,-1
37.472725,40.7973,40.7973,192,-1
42.1537,47.5024,47.5024,193,-1
40.228075,45.050925,45.050925,194,-1
41.0788,46.502225,46.502225,195,-1
44.029425,49.63855,49.63855,196,-1
45.633475,50.466575,50.466575,197,-1
43.299675,49.310075,49.310075,198,-1
41.877825,48.6008,48.6008,199,-1
53.5091,62.966875,62.966875,200,-1
63.102075,60.979675,60.979675,201,-1
42.597175,50.35525,50.35525,202,-1
47.310425,49.87785,49.87785,203,-1
54.2287,61.53745,61.53745,204,-1
84.79995,93.43155,93.43155,205,-1
87.3644,100.155375,100.155375,206,-1
37.225525,50.10955,50.10955,207,1
89.92195,101.148925,101.148925,208,-1
67.444925,75.625975,75.625975,209,-1
102.024075,96.40705,96.40705,210,1
96.757975,101.48585,101.48585,211,1
114.22295,120.24325,120.24325,212,-1
142.206575,149.353975,149.353975,213,-1
38.395,41.209975,41.209975,214,-1
149.9935,157.9554,157.9554,215,-1
147.45385,155.772725,155.772725,216,-1
142.620025,151.859725,151.859725,217,-1
141.115175,149.323675,149.323675,218,-1
142.91295,151.429375,151.429375,219,-1
146.316425,154.281275,154.281275,220,-1
147.801475,156.46415,156.46415,221,-1
151.471275,161.592225,161.592225,222,-1
156.820975,165.633925,165.633925,223,-1
163.1426,173.15165,173.15165,224,-1
136.268575,148.6689,148.6689,225,-1
54.64985,47.34415,47.34415,226,1
156.917225,167.04935,167.04935,227,-1
161.4096,167.42435,167.42435,228,-1
160.762425,165.807525,165.807525,229,-1
165.4498,167.674875,167.674875,230,-1
169.025225,173.6742,173.6742,231,-1
136.10575,138.4371,138.4371,232,-1
124.362825,131.970725,131.970725,233,-1
111.654125,119.018375,119.018375,234,-1
80.258125,86.063875,86.063875,235,-1
72.53265,76.36765,76.36765,236,-1
65.03135,60.264025,60.264025,237,1
64.94885,69.16545,69.16545,238,-1
54.22095,59.952475,59.952475,239,-1
51.723275,57.6514,57.6514,240,-1
50.7699,56.69655,56.69655,241,-1
48.414525,55.26285,55.26285,242,-1
51.325175,57.11455,57.11455,243,-1
51.94105,57.125525,57.125525,244,-1
51.73875,57.881875,57.881875,245,-1
50.9558,57.429425,57.429425,246,-1
50.65265,57.8901,57.8901,247,-1
73.26025,72.1901,72.1901,248,1
48.59345,56.7367,56.7367,249,-1
48.414575,57.561175,57.561175,250,-1
47.975075,57.588375,57.588375,251,-1
46.675525,56.3967,56.3967,252,-1
46.896025,58.19165,58.19165,253,-1
47.133075,59.80855,59.80855,254,-1
48.29685,59.741025,59.741025,255,-1
48.8898,60.748275,60.748275,256,-1
48.357325,60.36515,60.36515,257,-1
50.70935,61.69615,61.69615,258,-1
83.7426,82.946425,82.946425,259,-1
52.1324,63.5728,63.5728,260,-1
47.4771,60.0607,60.0607,261,-1
45.201975,57.8057,57.8057,262,-1
45.605025,57.911475,57.911475,263,-1
44.437,57.379375,57.379375,264,-1
46.652225,59.66705,59.66705,265,-1
49.0952,61.112375,61.112375,266,-1
52.600175,63.66835,63.66835,267,-1
58.1235,67.8914,67.8914,268,-1
62.1132,70.17755,70.17755,269,-1
104.15175,102.632625,102.632625,270,1
63.043625,70.970675,70.970675,271,-1
68.285825,75.527875,75.527875,272,-1
80.711325,87.87315,87.87315,273,-1
66.485625,76.0178,76.0178,274,-1
60.8811,70.31515,70.31515,275,-1
60.86875,69.63,69.63,276,-1
62.5858,71.352175,71.352175,277,-1
62.645925,72.103525,72.103525,278,-1
60.563775,70.267475,70.267475,279,-1
61.854825,71.1282,71.1282,280,-1
105.189575,105.597925,105.597925,281,1
165.155875,169.536725,169.536725,282,-1
77.3166,84.634525,84.634525,283,-1
45.163425,51.936475,51.936475,284,-1
38.65155,43.986125,43.986125,285,-1
40.53465,47.7671,47.7671,286,-1
54.7171,62.616975,62.616975,287,-1
59.25865,67.896875,67.896875,288,-1
43.783275,51.075775,51.075775,289,-1
50.223875,55.9448,55.9448,290,-1
44.8549,51.8909,51.8909,291,-1
103.17875,102.105425,102.105425,292,1
43.0127,50.2068,50.2068,293,-1
43.76735,51.163825,51.163825,294,-1
46.000275,54.14985,54.14985,295,-1
52.76095,61.52965,61.52965,296,-1
72.262475,83.372075,83.372075,297,-1
79.1899,88.148775,88.148775,298,1
82.385825,93.52775,93.52775,299,-1
70.99505,79.160575,79.160575,300,-1
101.360675,96.2461,96.2461,301,1
