R,G,B,Im_Positions,Labels
156.6568,151.1962,151.1962,0,1
79.0945,78.9124,78.9124,1,1
102.8479,95.3282,95.3282,2,1
37.5967,61.5957,61.5957,3,1
146.5298,136.3434,136.3434,4,1
154.961,142.8569,142.8569,5,1
153.4427,142.3391,142.3391,6,1
154.4074,142.7056,142.7056,7,1
155.884,143.9621,143.9621,8,1
158.8752,148.3013,148.3013,9,1
159.3977,149.8865,149.8865,10,1
149.5577,142.582,142.582,11,1
148.5859,139.3311,139.3311,12,1
153.8064,143.0099,143.0099,13,1
156.7511,146.5468,146.5468,14,1
149.6247,137.2499,137.2499,15,1
162.302,152.0055,152.0055,16,1
159.9256,148.3491,148.3491,17,1
158.2978,146.3657,146.3657,18,1
156.6509,143.0216,143.0216,19,1
142.1991,128.7526,128.7526,20,1
111.2937,101.7997,101.7997,21,1
104.8301,96.9255,96.9255,22,1
99.2784,94.3795,94.3795,23,1
107.5391,103.4154,103.4154,24,1
130.4224,131.5555,131.5555,25,1
147.2764,134.3809,134.3809,26,1
139.429,144.2224,144.2224,27,1
103.2325,107.3675,107.3675,28,1
96.1795,101.4091,101.4091,29,1
97.578,103.7489,103.7489,30,1
96.4968,101.916,101.916,31,1
99.6809,105.3119,105.3119,32,1
179.4642,189.0283,189.0283,33,1
164.2992,174.779,174.779,34,1
156.3184,165.7722,165.7722,35,1
143.9347,152.2465,152.2465,36,1
151.914,139.2397,139.2397,37,1
145.5098,154.9545,154.9545,38,1
139.5745,151.758,151.758,39,1
119.6893,139.4468,139.4468,40,1
77.2965,97.6077,97.6077,41,1
79.9468,98.4956,98.4956,42,1
77.0823,96.2862,96.2862,43,1
69.5711,90.515,90.515,44,1
62.2111,81.8664,81.8664,45,1
54.1635,72.2344,72.2344,46,1
47.0619,68.5824,68.5824,47,1
154.9186,143.1749,143.1749,48,1
45.3116,66.1098,66.1098,49,1
46.3459,67.5758,67.5758,50,1
45.2954,67.422,67.422,51,1
43.3629,66.7884,66.7884,52,1
42.3363,66.3207,66.3207,53,1
41.3664,64.2638,64.2638,54,1
36.3176,57.9259,57.9259,55,1
33.1954,55.1512,55.1512,56,1
29.9903,49.3876,49.3876,57,1
30.2918,52.2009,52.2009,58,1
151.6412,140.919,140.919,59,1
246.1607,246.9488,246.9488,60,1
157.1359,157.3871,157.3871,61,1
32.1298,34.2056,34.2056,62,1
119.6496,113.6901,113.6901,63,1
124.0764,118.9898,118.9898,64,1
155.0956,147.8826,147.8826,65,1
157.1727,149.5571,149.5571,66,1
157.6194,148.9556,148.9556,67,1
156.4634,147.6104,147.6104,68,1
153.3622,144.6325,144.6325,69,1
147.8768,135.6507,135.6507,70,1
152.2193,143.8893,143.8893,71,1
154.5325,146.1496,146.1496,72,1
153.431,145.0302,145.0302,73,1
151.2435,142.607,142.607,74,1
151.0912,141.8776,141.8776,75,1
150.2016,140.704,140.704,76,1
152.34,143.0367,143.0367,77,1
154.9108,143.2792,143.2792,78,1
154.7615,142.3748,142.3748,79,1
155.675,143.3951,143.3951,80,1
145.4702,133.6042,133.6042,81,1
156.8929,146.5434,146.5434,82,1
157.5591,147.9181,147.9181,83,1
156.4618,147.2899,147.2899,84,1
153.7483,144.6545,144.6545,85,1
159.8696,149.4065,149.4065,86,1
161.4019,148.9241,148.9241,87,1
158.9355,148.5581,148.5581,88,1
159.0309,146.7223,146.7223,89,1
161.6378,149.2657,149.2657,90,1
161.2413,146.855,146.855,91,1
155.151,140.6549,140.6549,92,1
157.0248,139.7082,139.7082,93,1
129.1027,117.1117,117.1117,94,1
104.8289,96.0347,96.0347,95,1
100.4613,95.3693,95.3693,96,1
97.5215,94.5232,94.5232,97,1
103.106,98.1149,98.1149,98,1
134.5501,135.2658,135.2658,99,1
133.0426,134.9189,134.9189,100,1
107.3261,109.0405,109.0405,101,1
106.6362,110.7976,110.7976,102,1
153.4247,137.4189,137.4189,103,1
103.804,108.6004,108.6004,104,1
103.8154,110.1995,110.1995,105,1
126.6393,132.9002,132.9002,106,1
175.0567,185.1653,185.1653,107,1
175.1314,185.0018,185.0018,108,1
173.6666,183.8761,183.8761,109,1
167.0923,175.2318,175.2318,110,1
146.693,156.5863,156.5863,111,1
105.1974,118.5787,118.5787,112,1
82.0746,104.1165,104.1165,113,1
39.0948,66.8144,66.8144,114,1
150.7761,136.5172,136.5172,115,1
75.632,94.645,94.645,116,1
75.1272,93.7577,93.7577,117,1
72.365,91.5523,91.5523,118,1
67.2171,86.2884,86.2884,119,1
60.7719,78.2712,78.2712,120,1
52.6932,70.8975,70.8975,121,1
48.5879,68.2444,68.2444,122,1
49.2257,69.6284,69.6284,123,1
47.8464,68.919,68.919,124,1
44.1056,66.034,66.034,125,1
148.0068,133.9781,133.9781,126,1
40.1502,63.2441,63.2441,127,1
39.0246,62.3678,62.3678,128,1
39.7681,62.9512,62.9512,129,1
37.5581,62.1477,62.1477,130,1
35.1533,59.7008,59.7008,131,1
31.9926,55.7386,55.7386,132,1
51.3023,71.8018,71.8018,133,1
175.0865,175.6242,175.6242,134,-1
19.4332,21.4799,21.4799,135,1
70.9637,69.9973,69.9973,136,1
151.7703,136.5454,136.5454,137,1
115.0916,109.9695,109.9695,138,1
144.5984,137.5014,137.5014,139,1
155.8873,148.4812,148.4812,140,1
155.938,148.298,148.298,141,1
157.8382,148.961,148.961,142,1
155.5809,145.735,145.735,143,1
154.5411,144.7319,144.7319,144,1
153.8872,144.7319,144.7319,145,1
153.112,144.6709,144.6709,146,1
151.7112,142.91,142.91,147,1
151.9599,134.1732,134.1732,148,1
