R,G,B,Im_Positions,Labels
247.5067,247.87525,247.87525,0,-1
116.656075,123.54285,123.54285,1,-1
45.780575,65.556025,65.556025,2,1
69.06005,99.27995,99.27995,3,1
163.949175,153.450475,153.450475,4,1
134.29365,139.081225,139.081225,5,1
81.111725,104.749275,104.749275,6,1
68.66215,98.122725,98.122725,7,1
68.047075,99.791225,99.791225,8,1
82.5899,111.618975,111.618975,9,1
96.37505,124.776675,124.776675,10,1
111.38995,138.7482,138.7482,11,1
123.420125,150.142,150.142,12,1
114.491525,143.84435,143.84435,13,1
63.3263,91.814425,91.814425,14,1
98.630575,129.3817,129.3817,15,1
81.455725,115.920425,115.920425,16,1
67.154175,107.596975,107.596975,17,1
54.757275,99.6396,99.6396,18,1
49.8439,96.89845,96.89845,19,1
52.454875,97.16025,97.16025,20,1
57.607,99.31275,99.31275,21,1
60.683825,102.6725,102.6725,22,1
94.125525,129.965925,129.965925,23,1
113.104,142.996525,142.996525,24,1
70.540475,101.95745,101.95745,25,1
166.8718,184.19295,184.19295,26,1
107.2786,109.138775,109.138775,27,1
63.54,65.522475,65.522475,28,-1
96.016425,99.56615,99.56615,29,-1
117.736525,122.1661,122.1661,30,-1
85.5982,87.060175,87.060175,31,1
134.857175,128.719375,128.719375,32,1
126.398925,139.56075,139.56075,33,1
154.62765,154.067975,154.067975,34,1
98.06735,102.657375,102.657375,35,1
68.85005,100.803725,100.803725,36,1
114.3611,117.59885,117.59885,37,1
78.86025,89.265425,89.265425,38,1
41.81125,56.12825,56.12825,39,1
41.1085,54.497325,54.497325,40,1
41.270575,55.4479,55.4479,41,1
38.670275,49.502775,49.502775,42,1
34.679525,50.7389,50.7389,43,1
32.038625,46.6393,46.6393,44,1
55.6735,64.53115,64.53115,45,1
172.946725,166.5084,166.5084,46,1
64.440125,97.429375,97.429375,47,1
184.95435,177.01975,177.01975,48,1
187.839425,180.115075,180.115075,49,1
185.0514,177.023475,177.023475,50,1
184.7951,177.01765,177.01765,51,1
180.563075,173.6519,173.6519,52,1
183.5347,175.458525,175.458525,53,1
185.23075,178.525275,178.525275,54,1
186.632675,180.36485,180.36485,55,1
184.983025,179.410275,179.410275,56,1
186.454175,183.1191,183.1191,57,1
63.58045,98.512175,98.512175,58,1
189.23465,185.021975,185.021975,59,1
191.284,184.97335,184.97335,60,1
191.045825,184.791325,184.791325,61,1
192.357725,185.068,185.068,62,1
191.335175,183.615625,183.615625,63,1
159.25515,152.9193,152.9193,64,1
127.415725,137.6913,137.6913,65,1
77.453275,102.19165,102.19165,66,1
63.5972,94.983275,94.983275,67,1
66.5742,98.309925,98.309925,68,1
59.77315,95.97235,95.97235,69,1
81.788675,111.011225,111.011225,70,1
89.904325,120.010325,120.010325,71,1
98.178025,127.452425,127.452425,72,1
104.680175,134.48855,134.48855,73,1
100.89075,133.780525,133.780525,74,1
97.93905,131.189225,131.189225,75,1
82.605475,121.3579,121.3579,76,1
69.74375,112.53705,112.53705,77,1
57.68235,105.637675,105.637675,78,1
51.679975,102.13465,102.13465,79,1
58.133325,95.454175,95.454175,80,1
53.079375,101.92945,101.92945,81,1
56.306825,102.413025,102.413025,82,1
177.462075,195.350175,195.350175,83,1
251.33895,252.184875,252.184875,84,1
254.881525,254.883875,254.883875,85,1
90.3481,91.5868,91.5868,86,1
74.088725,75.486825,75.486825,87,1
92.852525,87.3841,87.3841,88,1
121.753825,120.4229,120.4229,89,1
91.07975,96.051225,96.051225,90,1
99.50605,128.300175,128.300175,91,1
112.921475,110.9829,110.9829,92,1
38.582925,121.2121,121.2121,93,1
102.1963,130.207425,130.207425,94,1
167.562875,169.170075,169.170075,95,-1
116.930075,121.71665,121.71665,96,1
141.8128,141.3219,141.3219,97,1
146.1887,156.73885,156.73885,98,-1
129.618225,135.840275,135.840275,99,1
119.000025,117.002325,117.002325,100,1
78.1949,80.961075,80.961075,101,1
93.52035,123.611425,123.611425,102,1
39.863875,50.208675,50.208675,103,1
38.17045,39.620425,39.620425,104,1
109.484425,108.481775,108.481775,105,1
191.31535,183.145325,183.145325,106,1
186.71645,178.4638,178.4638,107,1
187.2558,179.455225,179.455225,108,1
187.14375,178.9606,178.9606,109,1
183.2818,175.2929,175.2929,110,1
181.058925,174.030825,174.030825,111,1
182.5728,175.3056,175.3056,112,1
141.9764,145.891475,145.891475,113,1
72.375475,106.31335,106.31335,114,1
184.36735,177.79665,177.79665,115,1
185.74605,178.395975,178.395975,116,1
186.7794,180.4491,180.4491,117,1
187.346875,183.77255,183.77255,118,1
190.74305,187.5256,187.5256,119,1
193.369475,187.34095,187.34095,120,1
194.374875,187.43105,187.43105,121,1
196.8536,189.365275,189.365275,122,1
193.206625,186.37035,186.37035,123,1
161.14495,158.5221,158.5221,124,1
56.051275,95.051725,95.051725,125,1
100.948875,119.200975,119.200975,126,1
71.679675,98.900725,98.900725,127,1
63.779425,95.467075,95.467075,128,1
68.173625,100.316375,100.316375,129,1
77.678525,110.1373,110.1373,130,1
81.250275,115.1763,115.1763,131,1
90.045175,122.83875,122.83875,132,1
95.018675,129.288125,129.288125,133,1
94.075425,130.4582,130.4582,134,1
91.42575,128.4205,128.4205,135,1
55.362025,94.003575,94.003575,136,1
80.033625,121.89525,121.89525,137,1
68.580925,114.157975,114.157975,138,1
60.118125,109.586825,109.586825,139,1
54.2388,106.734275,106.734275,140,1
54.925975,106.09815,106.09815,141,1
56.111375,105.9106,105.9106,142,1
204.503,217.26895,217.26895,143,1
217.381225,221.1859,221.1859,144,1
56.926375,69.972,69.972,145,1
75.990875,81.7561,81.7561,146,1
102.023925,132.151,132.151,147,1
75.3622,74.3338,74.3338,148,1
100.19685,98.32065,98.32065,149,1
158.02065,147.8577,147.8577,150,1
142.12085,131.261725,131.261725,151,1
83.139775,102.231825,102.231825,152,1
117.498,123.03925,123.03925,153,1
122.4991,126.27815,126.27815,154,-1
110.735525,116.9576,116.9576,155,1
107.015225,114.122,114.122,156,1
101.091125,108.14765,108.14765,157,1
91.063925,97.596425,97.596425,158,-1
97.472675,106.77355,106.77355,159,1
99.855225,106.276975,106.276975,160,1
101.60275,101.437125,101.437125,161,1
118.325075,111.97955,111.97955,162,1
87.436925,80.811025,80.811025,163,1
139.78755,131.147225,131.147225,164,1
190.275225,182.529825,182.529825,165,1
183.87805,176.0017,176.0017,166,1
186.214825,178.5114,178.5114,167,1
184.81945,176.267775,176.267775,168,1
145.946925,143.286425,143.286425,169,1
180.109275,172.292325,172.292325,170,1
178.66435,171.175575,171.175575,171,1
179.835975,174.027525,174.027525,172,1
182.912725,177.372725,177.372725,173,1
184.68685,178.29135,178.29135,174,1
187.30155,182.016625,182.016625,175,1
187.34705,183.939475,183.939475,176,1
190.522925,185.120975,185.120975,177,1
195.28315,189.82455,189.82455,178,1
190.89775,184.484775,184.484775,179,1
156.02145,154.693425,154.693425,180,-1
190.087775,182.4413,182.4413,181,1
194.933925,190.362325,190.362325,182,1
135.113125,133.2164,133.2164,183,1
80.4516,106.238,106.238,184,1
66.148275,96.6136,96.6136,185,1
67.387825,98.81615,98.81615,186,1
71.7128,104.7374,104.7374,187,1
79.594225,112.72965,112.72965,188,1
82.1234,116.579425,116.579425,189,1
93.170975,125.208175,125.208175,190,1
149.17335,146.27255,146.27255,191,1
92.677825,129.4838,129.4838,192,1
95.192875,132.266025,132.266025,193,1
88.336475,127.02985,127.02985,194,1
76.29875,119.01485,119.01485,195,1
68.996875,115.053475,115.053475,196,1
60.648575,109.7847,109.7847,197,1
56.083325,108.474825,108.474825,198,1
54.746425,108.075725,108.075725,199,1
55.34785,107.90725,107.90725,200,1
230.52055,236.998575,236.998575,201,1
110.0847,109.844475,109.844475,202,1
155.588025,166.879375,166.879375,203,1
42.041475,65.7377,65.7377,204,1
47.232975,68.22315,68.22315,205,1
59.844325,75.719975,75.719975,206,1
58.9464,75.410225,75.410225,207,1
43.94305,54.5135,54.5135,208,1
69.281875,73.97525,73.97525,209,1
111.14075,108.448425,108.448425,210,1
125.1777,117.646425,117.646425,211,1
62.9983,66.93825,66.93825,212,-1
81.218325,85.2573,85.2573,213,1
74.263025,79.328475,79.328475,214,-1
85.271075,90.159875,90.159875,215,1
97.865625,104.9131,104.9131,216,1
94.7684,103.435775,103.435775,217,1
88.94615,99.677125,99.677125,218,1
70.378275,74.671575,74.671575,219,1
70.711675,76.046125,76.046125,220,1
127.43285,115.28285,115.28285,221,1
137.966625,135.02105,135.02105,222,1
187.83335,180.911175,180.911175,223,1
49.37045,67.6372,67.6372,224,1
55.156325,67.013925,67.013925,225,1
174.193325,168.218,168.218,226,1
182.99375,176.737125,176.737125,227,1
184.18685,176.24955,176.24955,228,1
179.4622,172.125125,172.125125,229,1
177.445025,171.2309,171.2309,230,1
179.48375,173.689525,173.689525,231,1
182.259325,176.428825,176.428825,232,1
183.357325,178.036375,178.036375,233,1
184.925825,180.9227,180.9227,234,1
183.8305,180.233025,180.233025,235,1
38.389875,60.45245,60.45245,236,1
188.561025,182.17945,182.17945,237,1
192.69805,187.1943,187.1943,238,1
191.531625,185.05605,185.05605,239,1
187.801525,179.97735,179.97735,240,1
188.165725,182.884875,182.884875,241,1
136.791825,140.685225,140.685225,242,1
